barcode,name,brand,category,subcategory,ingredients,allergens,source,source_url,data_confidence,needs_manual_review,notes
5060040254790,strawberry crispy tiddlers,Kiddylicious,Baby Snacks,Oat Snacks,"89.5% fruit (apple juice concentrate, apple purée concentrate, strawberry purée, cherry juice concentrate, strawberry juice concentrate), puffed rice (8%) (rice flour, whole meal rice flour), lemon juice concentrate, gelling agent pectin, natural flavouring, citrus fibre.",,open_food_facts,https://world.openfoodfacts.org/product/5060040254790/strawberry-crispy-tiddlers-kiddylicious,community,true,allergens missing or not explicitly declared
4062300076938,100% baby rice,HiPP,General Food,Uncategorised,"Rice flour* (100%), vitamin B1. *Organic",,open_food_facts,https://world.openfoodfacts.org/product/4062300076938/100-baby-rice-hipp,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5024121099793,Oat & Raisin Mini Flapjack Bites,Organix,Baby Snacks,Oat Snacks,"Wholegrain oats 50.2%, Raisins (contains sunflower oil) 23.3%, Sunflower oil 11.2%, Apple Concentrate 7.6%, Agave Fibre (inulin) 7.6%.",,open_food_facts,https://world.openfoodfacts.org/product/5024121099793/oat-raisin-mini-flapjack-bites-organix,community,true,allergens missing or not explicitly declared
5051594008380,Organic baby rice,Aptamil,Baby Snacks,Oat Snacks,"organic rice flour (99,99%), vitamin b1. may contain traces of milk and soy. gluten free.",,open_food_facts,https://world.openfoodfacts.org/product/5051594008380/organic-baby-rice-aptamil,community,true,allergens missing or not explicitly declared
7613038459912,Breast milk substitute,Sma pro,Baby & Toddler,Formula Milk,"Water, skimmed milk, lactose (milk), vegetable oils (sunflower, rapeseed), whey protein (milk), long chain polyunsaturated fatty acids (DHA (fish), AA (Mortierella alpina oil)),calcium citrate 2'-Fucosyllactose (2'FL), emulsifier (soya lecithin), potassium citrate, choline bitartrate, potassium chloride, magnesium chloride, L-phenylalanine, sodium chloride, vitamin C, calcium phosphate, taurine, inositol, L-histidine, nucleotides (cytidine, disodium uridine, adenosine, disodium guanosine-5'-monophosphate), antioxidants (tocopherol-rich extract, ascorbyl palmitate), ferrous sulphate, zinc sulphate, L-carnitine, vitamin E, niacin, pantothenic acid, copper sulphate, vitamin A, thiamin, vitamin B, manganese sulphate, riboflavin, potassium iodide, folic acid, sodium selenate, vitamin K, vitamin D, biotin, vitamin B12",fish; milk; soybeans,open_food_facts,https://world.openfoodfacts.org/product/7613038459912/breast-milk-substitute-sma-pro,community,false,
5057753437992,Spaghetti bolognese from 10+ months,Tesco,Baby & Toddler,Baby Meals,"Organic Carrot (22%), Water*, Organic Cooked Spaghetti (16%) (Water*, Organic Durum Wheat Semolina, Organic Dried Egg White), Organic Beef (10%), Organic Tomato Purée (9%), Organic Onion (9%), Organic Courgette (5%), Organic Semolina (Wheat), Organic Cheddar Cheese (Milk), Organic Parsley, Organic Garlic, Organic Oregano, Organic Thyme. *Denotes non organic ingredient.",gluten; milk,open_food_facts,https://world.openfoodfacts.org/product/5057753437992/spaghetti-bolognese-from-10-months-tesco,community,false,
5057753418755,Pea & Parsnip with Pear,Tesco,General Food,Uncategorised,Organic peas Organic parsnip Water Organic pear purée Antioxidant (ascorbic acid),,open_food_facts,https://world.openfoodfacts.org/product/5057753418755/pea-parsnip-with-pear-tesco,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5024121100673,Oat & Banana Flapjack,Organix,Baby & Toddler,Porridge,"Wholegrain oats 49.6%, Raisins (contains sunflower oil) 18.6%, Sunflower oil 10.6%, Apple juice concentrate 9.3%, Agave fibre (inulin) 7.1%, Dried banana 4.9%,",gluten,open_food_facts,https://world.openfoodfacts.org/product/5024121100673/oat-banana-flapjack-organix,community,false,
00291507,organic simply prune,Sainsbury’s Little Ones,General Food,Uncategorised,"Prune Puree (75%) (Prunes, Water*), Water*, Lemon Juice from Concentrate. *Permitted non organic ingredient.",,open_food_facts,https://world.openfoodfacts.org/product/00291507/organic-simply-prune-sainsbury-s-little-ones,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5060043225124,Strawberry Yoghurt Flakes,Fruit Bowl,General Food,Uncategorised,"Yogurt flavoured coating (59%): [Sugar, palm fat, whey powder (milk), rice flour, yogurt powder (milk) (3%), emulsifier (rapeseed lecithin), glazing agents (gum arabic, maize protein)]. Fruit Flakes (41%): [Concentrated apple puree, fructose-glucose syrup, strawberry puree, sugar, gluten free wheat fibre, palm fat, gelling agent (pectin), concentrated aronia juice, acidity regulator (malic acid), natural flavouring]. An average of 206g apple, 13g strawberry and 4g aronia used to prepare 100g of Fruit Flakes® Allergy Advice: For allergens, see ingredients in bold. Made in factory that also handles nuts and peanuts.",milk,open_food_facts,https://world.openfoodfacts.org/product/5060043225124/strawberry-yoghurt-flakes-fruit-bowl,community,true,no clean SafeBite subcategory mapped
5060403118561,little Freddie velvety coconut and summer berries organic,Little Freddie,General Food,Uncategorised,"Protein Organic apples Salt 29% Organic bananas Sodium 27% Organic strawberries Unearth more flavours 25% Organic coconut milk 14% OF Organic blackberries 5% ORG 0180A0 ES-ECO-019-CT EU/non-EU Agric A question? Card? Carrot? Send it to... Sunny Fields, PO Box 74275, London, W2 7UQ Best before: 21/10/2024 2354 062 BATCH:10463234 506",,open_food_facts,https://world.openfoodfacts.org/product/5060403118561/little-freddie-velvety-coconut-and-summer-berries-organic,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
4088600361352,Strawberries & apples,Organic Mamia,Baby Snacks,Oat Snacks,"ORGANIC APPLE PUREE (79%), ORG STRAWBERRY PUREE (21%), Organic Concentrated Lemon Juice",,open_food_facts,https://world.openfoodfacts.org/product/4088600361352/strawberries-apples-organic-mamia,community,true,allergens missing or not explicitly declared
5054781023722,Organic apple &strawberry,Asda,Baby & Toddler,Baby Meals,"organic apple purée (80%), organic strawberry purée (20%), organic concentrated lemon juice",,open_food_facts,https://world.openfoodfacts.org/product/5054781023722/organic-apple-strawberry-asda,community,true,allergens missing or not explicitly declared
5059977010371,Mango kiwi pomegranate and blueberries,Prêt a manger,General Food,Uncategorised,"Mango (44%), Kiwi (31%), Pomegranate (17%), Blueberries (8%).",kiwi,open_food_facts,https://world.openfoodfacts.org/product/5059977010371/mango-kiwi-pomegranate-and-blueberries-pret-a-manger,community,true,no clean SafeBite subcategory mapped
4056489650775,Lupilu Organic Chicken Casserole with Rice,Lidl,Baby & Toddler,Baby Meals,"Vegetable Stock* (Water, Leek* Parsnip*, Carrots*, Onion*, Swede*), 23% Carrots*, 11% Chicken*, 11% Broccoli*, 11% Onion*, 5% Rice*, 3% Apricot Purée*, Raisins*, Dried Mint*, Dried Oregano*, Dried Parsley*, Dried Thyme*, Ground Black Pepper*. *Organically produced.",,open_food_facts,https://world.openfoodfacts.org/product/4056489650775/lupilu-organic-chicken-casserole-with-rice-lidl,community,true,allergens missing or not explicitly declared
5056000501493,Kendamil Organic,Kendamil,Baby & Toddler,Formula Milk,"Organic whole milk, Organic demineralised milk whey protein powder, Organic skimmed milk, Organic vegetable Oils (sunflower, coconut, rapeseed), Organic Galacto-oligosaccharide (from milk), Calcium citrate, Sodium citrate, Potassium chloride, Calcium lactate, Magnesium chloride, Docosahexaenoic Acid, Vitamin C, Potassium hydroxide, Choline bitartrate, Inositol, Iron pyrophosphate, Zinc sulphate, Vitamin E, L-Carnitine, Niacin, Pantothenic acid, Copper sulphate, Thiamin, Vitamin A, Vitamin B6, Riboflavin, Folic acid, Manganese sulphate, Potassium iodide, Sodium selenite, Vitamin K, Vitamin D, Biotin, Vitamin B12.",milk,open_food_facts,https://world.openfoodfacts.org/product/5056000501493/kendamil-organic,community,false,
5000157140487,Heinz By Nature Cottage Pie baby food,heinz,General Food,Uncategorised,"Vegetables (45%, Carrot (24%), Potato (12%), Onion (5%), Peas (4%)), Water, Whole Milk, Beef (8%), Cornflour, Extra Virgin Olive Oil, Pa?",beef en:milk,open_food_facts,https://world.openfoodfacts.org/product/5000157140487/heinz-by-nature-cottage-pie-baby-food,community,true,no clean SafeBite subcategory mapped
5051594009233,Aptamil,Aptamil,General Food,Uncategorised,"Water, Dairy-based blend (of which 26% is fermented) [Skimmed milk, Lactose (from milk), Vegetable oils (High oleic sunflower oil, Coconut oil, Rapeseed oil, Sunflower oil), Demineralised whey (from milk), Emulsifier (Soy lecithin), Whey concentrate (from milk), Fish oil, Acidity regulator (Citric acid), Calcium phosphate, Potassium chloride, Vitamin C, Choline chloride, Sodium citrate, Potassium citrate, Inositol, Magnesium chloride, Pantothenic acid, Antioxidant (Vitamin C, Vitamin E, Nicotinamide, Calcium carbonate, Thiamin, Riboflavin, Vitamin B, Folic acid, Potassium iodide, Vitamin K₁, Biotin, Vitamin B₂], Galacto-oligosaccharides (GOS) (from milk), Milk protein, Emulsifier (Mono - & diglycerides of fatty acids), Fructo-oligosaccharides (FOS), Oil from Mortierella Alpina, M Potassium bicarbonate, Potassium hydroxide, Calcium hydroxide, Sodium chloride, Sodium bicarbonate, Sto Potassium dihydrogen phosphate, Ferrous lactate, Magnesium oxide, L-Carnitine, Zinc sulphate, Copper sulphate, as Vitamin A, Manganese sulphate, Sodium selenite, Vitamin D3",milk; soybeans,open_food_facts,https://world.openfoodfacts.org/product/5051594009233/aptamil,community,true,no clean SafeBite subcategory mapped
5060403118547,Peaches and Raspberries Pouch,Little Freddie’s,General Food,Uncategorised,Organic peaches (39%) Organic apples (32%) Organic bananas (15%) organic raspberries (13%) Organic oats (gluten) 1% Organic lemon juice concentrate (&gt;0.1%),gluten,open_food_facts,https://world.openfoodfacts.org/product/5060403118547/peaches-and-raspberries-pouch-little-freddie-s,community,true,no clean SafeBite subcategory mapped
4062300346031,combiotic follow on milk 2,Hipp,General Food,Uncategorised,"% of the nutrient reference value Organic whey product, organic skimmed milk, water organic cream organic lactose, organic vegetable oils (organic sunflower oil organic rapeseed oil), organic galacto-oligosaccharides from organic lactose organic emulsifier lecithins, fish oil', calcium salts of citric acid p sium chloride, calcium salts of orthophosphoric acid, vitamin C sodium citrate, magnesium sulphate, L-phenylalanine, potassium Salts of orthophosphoric acid, L-tryptophan, potassium citrate ferrous sulphate, zinc sulphate, potassium hydroxide, niacin vitamin B, potassium iodate, folic acid, sodium selenate, vitamin se remove the label ore ryding the bottle Vitamin D, D-biotin, vitamin B12 - 'contains DHA sourced sustainably Allergy advice-see ingredients shown in bold. for best before date, see neck of bottle. Made in Austria. HIPP organic follow on milk is not suitable for vegetarians atmosphere. Store dry and at room temperature. Porganic follow on milk ready to feed is packed in a protective HIPP BOTTLE Recycle CAP Recycle OF&G ORGANIC 56820 GB2223 19 5453EM V4 1/21 AT BIO A EU/non-EU Agriculture",fish en:milk,open_food_facts,https://world.openfoodfacts.org/product/4062300346031/combiotic-follow-on-milk-2-hipp,community,true,no clean SafeBite subcategory mapped
5060452490212,"Carrot,Sweet potato and butternut squash",Piccolo,General Food,Uncategorised,ADDED SU SUGAR 261kJ/,,open_food_facts,https://world.openfoodfacts.org/product/5060452490212/carrot-sweet-potato-and-butternut-squash-piccolo,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5057967163595,Apple slurpers,Tesco,General Food,Uncategorised,"Apple Purée (90%), Concentrated Apple Juice, Antioxidant (Ascorbic Acid).",,open_food_facts,https://world.openfoodfacts.org/product/5057967163595/apple-slurpers-tesco,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5057753418816,Tesco spaghetti Bolognese,Tesco,Baby & Toddler,Baby Meals,"Organic Carrot (22%), Water*, Organic Cooked Spaghetti (16%) (Water* Organic Durum Wheat Semolina, Organic Dried Egg White), Organic Beef (10%), Organic Tomato Concentrate (9%), Organic Onion (9%), Organic Courgette (5%), Organic Semolina (Wheat), Organic Cheddar Cheese (Milk), Organic Parsley, Organic Garlic, Organic Oregano, Organic Thyme.",milk,open_food_facts,https://world.openfoodfacts.org/product/5057753418816/tesco-spaghetti-bolognese,community,false,
4062300018938,Wholesome vegetable & chicken risotto,Hipp,Baby & Toddler,Baby Meals,"Water, cooked rice* (21%), tomatoes, chicken* (8.0%), carrots, courgettes&quot;, peas* (5%), sweetcorn*, onions*, sunflower oil*, corn starch*. grated hard cheese (milk), spices* [parsley*, rosemary*, garlic'), lemon juice* from lemon juice concentrate, antioxidants (ascorbic acid, tocopherol-rich extract)",milk,open_food_facts,https://world.openfoodfacts.org/product/4062300018938/wholesome-vegetable-chicken-risotto-hipp,community,false,
4088600243894,Organic mamia,Aldi,General Food,Uncategorised,"organic carrots (28%), water*, organic potato (21%), organic beef (10%), organic tomato passata (6%), organic onions (5%), organic swede (5%), organic parsnip (2%), organic garlic purée, organic ground cumin, organic dried oregano, *permitted non-organic ingredient allergy advice: may contain fish, milk and gluten sources (wheat).",gluten,open_food_facts,https://world.openfoodfacts.org/product/4088600243894/organic-mamia-aldi,community,true,no clean SafeBite subcategory mapped
5057172639434,Strawberry Greek Style Yoghurt,Asda,Baby & Toddler,Porridge,"Organic Greek Style Yogurt (40%) (Milk), Organic Strawberry Purée (30%), Organic Banana Purée (20%), Organic Apple Purée (9%), Organic Corn Starch, Organic Concentrated Lemon Juice.",milk,open_food_facts,https://world.openfoodfacts.org/product/5057172639434/strawberry-greek-style-yoghurt-asda,community,false,
5057753437978,yomato and couget spaghetti,Tesco,General Food,Uncategorised,"organic tomato purée (22%), organic potato (16%), organic courgette (15%), organic carrot (15%), organic cooked spaghetti (10%) (water*, organic durum wheat semolina, organic dried egg white), organic onion (6%), organic mozzarella full fat soft cheese (milk) (4%), organic peas (4%), organic dried whole milk, organic rice flour, organic basil, organic garlic. *denotes non organic ingredient. allergy advice for allergens, including cereals containing gluten, see ingredients in bold. suitable for vegetarians",milk,open_food_facts,https://world.openfoodfacts.org/product/5057753437978/yomato-and-couget-spaghetti-tesco,community,true,no clean SafeBite subcategory mapped
4088600243900,Spaghetti bolognese with cheese,organic mamia,Baby & Toddler,Baby Meals,"ORGANIC TOMATO PASSATA (30%), ORGANIC CARROTS (26%), ORGANIC COOKED SPAGHETTI (12%) (Organic Durum Wheat Semolina, Water*), ORGANIC BEEF (119%), ORGANIC ONIONS (11%), ORGANIC SWEDE (5%), ORGANIC MILD CHEDDAR CHEESE (4.5%) (Milk), Water, Organic Garlic Purée, Organic Dried Oregano. &quot;permitted non-organic ingredient.",milk,open_food_facts,https://world.openfoodfacts.org/product/4088600243900/spaghetti-bolognese-with-cheese-organic-mamia,community,false,
00464215,Organic Vegetable & Beef Casserole,Sainsbury's,Baby & Toddler,Baby Meals,"Sweet Potato (23%), Carrot (19%), Water*, Beef (10%), Cooked Polenta (8%) (Water, Polenta), Onion, Leek, Parsnip (5%), Tomato Purée, Beetroot (3%), Turnip, Rapeseed Oil, Parsley, Black Pepper, Thyme, Rosemary. Permitted non organic ingredient. Serve: May be eaten warmed or at room temperature. Stand the pouch in a bowl of hot water, decant into a bowl and stir before serving. Always check the temperature of the food is not too hot before serving to your baby. Aim for at least 5 different portions of fruit or veg a day. ! Safety: Supervise babies when eating. If pouch looks damaged or inflated, do not use. Discard any unused heated food and never reheat. Once open consume immediately. Never put the pouch in the microwave. Cap could be a choking hazard for children under 36 months. Please always keep out of reach. Do not allow your baby to suck food directly from the pouch in order to properly develop feeding skills. M0439 Best before: 8113498 0622 0046 4215&quot;&gt; Store in a cool, dry place. Do not freeze Don't Recycle Packed in France for Sainsbury's Supermarkets Ltd, London, ECIN ZHT and Sainsbury's Supermarkets per Galwally Bele 6FX Using beel from UK Careline www.sainsburys.co.uk FR 02.514.00 CE 2166 29/11/2024 6-15:39 Bu Agrikulture Tualapack so",beef,open_food_facts,https://world.openfoodfacts.org/product/00464215/organic-vegetable-beef-casserole-sainsbury-s,community,false,
4056489517986,Green Pouch organic,lupilu,General Food,Uncategorised,"Ingredients 59% Apple Purée*, 20% Banana Purée*, 15% Pear Purée*, 6% Kiwi Purée*, Concentrated Lemon Juice*. *Organic ingredients. Contains naturally occurring sugars.",,open_food_facts,https://world.openfoodfacts.org/product/4056489517986/green-pouch-organic-lupilu,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
4062300426368,Banana & Plum Porridge,HiPP,Baby & Toddler,Porridge,"Wholemeal oat flour* (40%), whey powder*, skimmed milk powder* (17%), vegetable oils* (sunflower oil*, rapeseed oil*), corn flour*, banana flakes* (3%), plum flakes* (1.9%) (plum puree*, rice flour*), calcium carbonate, vitamin C, ferrous sulphate, zinc sulphate, niacin, vitamin E, vitamin B1, pantothenic acid, vitamin A, vitamin B6, potassium iodate, folic acid, vitamin D, vitamin B12",milk,open_food_facts,https://world.openfoodfacts.org/product/4062300426368/banana-plum-porridge-hipp,community,false,
5900852324000,Kaszka Ryzowa Malina,BoboVita,General Food,Uncategorised,"SKŁADNIKI: Mąka ryżowa 90%, cukier, proszek malinowy 1% (maltodekstryna, suszona malina, naturalny aromat malinowy), jabłko w proszku 0,7%, witaminy i składniki mineralne (C, E, niacyna, tiamina, B6, A, biotyna, D, kwas pantotenowy, kwas foliowy, wapń, żelazo, cynk), maltodekstry - na, aromat malinowy. Maltodekstryna jest wprowadzana do produktu z proszkiem owocowym i witaminami. Ciemne drobiny w kaszce pochodzą z ryżu.",,open_food_facts,https://world.openfoodfacts.org/product/5900852324000/kaszka-ryzowa-malina-bobovita,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5060503504332,Pasta bolognese,Ella's Kitchen,Baby & Toddler,Baby Meals,"What's inside me Organic vegetable stock 28% (water, organic vegetables: carrots, onions) Organic tomatoes 15% Organic cooked pasta 13% (water, organic pasta (organic durum wheat, organic dried egg whites)) Organic carrots 11% Organic beef 8% C-ETUEKPASTABOLOUK nutrition Typical values per Energy 309kJ/7 Organic red peppers 8% Organic onions 7% Organic cooked lentils 7% (water, organic green lentils) Organic tapioca starch 3% Organic thyme &lt;1% Organic garlic &lt;1% Fat",eggs en:gluten,open_food_facts,https://world.openfoodfacts.org/product/5060503504332/pasta-bolognese-ella-s-kitchen,community,false,
7996459363014,organic Little Ruskits,Organix,General Food,Uncategorised,"Wheat flour Grape juice concentrate er Sunflower oil Corn starch Skimmed milk powder with Vanilla extract to Lemon juice concentrate 55.3% 17% 11.6% 10.2% Raising agent (ammonium bicarbonate)* Thiamin (vitamin B1)** TOTAL &quot;Raising agent (ammonium bicarbonate) and 4.2% 0.7% 0.5% 0.5% &lt;0.1% 100% **Thiamin (vitamin B1) have no organic certification. ALLERGY ADVICE: For allergens, including cereals containing gluten, see ingredients highlighted in bold. May contain traces of nuts as this food is made in a factory that handles nuts.",gluten,open_food_facts,https://world.openfoodfacts.org/product/7996459363014/organic-little-ruskits-organix,community,true,no clean SafeBite subcategory mapped
4062300092891,Apple & pear,Hipp,Baby Snacks,Oat Snacks,"Fruits (100%) (apples (88%), pears (12%))",apple,open_food_facts,https://world.openfoodfacts.org/product/4062300092891/apple-pear-hipp,community,false,
8591119001771,apple and mango,,General Food,Uncategorised,"Apple (60%), Mango (20%), Banana (14%), Water, Rice flour, Concentrated lemon juice, Vitamin C.",apple en:banana,open_food_facts,https://world.openfoodfacts.org/product/8591119001771/apple-and-mango,community,true,no clean SafeBite subcategory mapped
5022817000221,Infant Formula Stage 1,Namnycare,Baby & Toddler,Formula Milk,"12:02 myorganicformula.com lactose - your baby's essential carbohydrate source. N LTE Ty • Proteins. Nannycare contains nutritionally complete, full-cream goat's milk, with a mix of curds and whey protein that mimics breast milk. • Fats. Nannycare contains a blend of vegetable oils and essential healthy fats, including omega 3 and 6 and DHA. i Offcam acara Pasteurised Goat Milk Solids, Lactose (From Milk), Vegetable Oil Blend (High Oleic Sunflower Oil, Rapeseed Oil, Sunflower Oil), Antioxidants (Sunflower Lecithin, (Tocopherol-Rich Extract) Pasteurised Goat Milk Powders, Marine Fish Oil Powder (Source of Docosahexaenoic Acid), Mortierella Alpina Oil Powder (Source of Arachidonic Acid), Minerals, Choline, Chloride, L - Tyrosine, L-Tryptophan, L-Cystine, Vitamins, L - Isoleucine, Taurine, L-Carnitine. Vitamins: Dla-a - Tocopheryl Acetate, L-Ascorbid Acid, Nicotinamide, Cholecalciferol, Retinyl Acetate, Calcium D-Pantothenate, Cyanocobalamin, Phytonadione, Thiamin Hydrochloride, Riboflavin, Pyridoxine, Hydrochloride, Folic Acid, D-Biotin. Minerals: Sodium Citrate, Calcium Citrate, Calcium Hydroxide, Potassium Chloride, Ferrous Sulfate, Zinc Sulfate, Copper Sulfate, Manganese Sulfate, Potassium lodide, Sodium Selenite. )",milk,open_food_facts,https://world.openfoodfacts.org/product/5022817000221/infant-formula-stage-1-namnycare,community,false,
5056000502896,Kendakids,,General Food,Uncategorised,"Whole milk, Whey protein (milk), Vegetable oils (rapeseed, coconut, sunflower), Lactose (milk), Skimmed milk powder, Sugar, Inulin (Fructo-oligosaccharides), Natural flavourings, Emulsifier (Monoglycerides of fatty acids), Calcium citrate, Beetroot powder, Calcium lactate, Magnesium chloride, Sodium citrate, Potassium chloride, Vitamin C, Potassium hydroxide, Inositol, Docosahexaenoic acid oil (DHA), Arachidonic acid oil (AA), Nucleotides, Taurine, Choline bitartrate, Iron pyrophosphate, L-Camitine, Zinc sulphate, Vitamin E, Niacin, Ferric ammonium citrate, Pantothenic acid, Copper sulphate, Vitamin A, Thiamin, Vitamin B6, Riboflavin, Potassium iodide, Manganese sulphate, Folic acid, Vitamìn K1, Sodium selenite, Biotin, Vitamin D3, Vitamin B12.",milk,open_food_facts,https://world.openfoodfacts.org/product/5056000502896/kendakids,community,true,no clean SafeBite subcategory mapped
5010525094816,Vegetable and beef hotpot,Nutmeg Baby,Baby & Toddler,Baby Meals,"Potato 20%, Water, Carrot 15%, Reconstituted tomato purée 12%, Beef 11%, Peas 8%, Onion, Parsnip 4%, Sweet potatoes, Corn starch, Rapeseed oil, Garlic, Thyme, Bay leaf, Black pepper, Fenugreek",beef,open_food_facts,https://world.openfoodfacts.org/product/5010525094816/vegetable-and-beef-hotpot-nutmeg-baby,community,false,
00291576,Upcycled ginger oat cookies with whole oats,"sainsbury's little ones, Sainsbury's",General Food,Uncategorised,"Cooked Semolina Wheat (20%) (Watert, Durum Wheat Semolina), Vegetable Stock (Water, Carot, Onion, Turnip, Parsleu, Black Pepper, Thyme ), Tomato Purée, British Lamb(10%), swede, carrot, cooked bulgur wheat (Water, bulgur wheat), Onion, Chickpeas (5%), prune purée (3%) (prune, Water), raisins (2.5%)(raisins, sunflower oil), garlic, Rapeseed Oil, Coriander, Cumin, cinnamon, clove.",gluten,open_food_facts,https://world.openfoodfacts.org/product/00291576/upcycled-ginger-oat-cookies-with-whole-oats-sainsbury-s-little-ones,community,true,no clean SafeBite subcategory mapped
4088600386195,Organic Mamia Banana’s & Apples,Aldi,General Food,Uncategorised,"ORGANIC BANANA PURÉE (61%), ORGANIC APPLE PURÉE (39%), Organic Concentrated Lemon Juice.",,open_food_facts,https://world.openfoodfacts.org/product/4088600386195/organic-mamia-banana-s-apples-aldi,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
5900852035500,First infant milk,Cow and Gate,Baby & Toddler,Formula Milk,"Lactose (from milk), Vegetable oils (High oleic sunflower oil, Coconut oil, Rapeseed oil, Sunflower oil), Skimmed milk, Demineralised whey (from milk), Whey concentrate (from milk), Galacto-oligosaccharides (GOS) (from milk), Cow's milk protein, Fish oil, Calcium phosphate, Fructo-oligosaccharides (FOS), Potassium chloride, Oil from Mortierella Alpina, Sodium citrate, Choline chloride, Magnesium hydrogen phosphate, Potassium citrate, Vitamin C, Inositol, Emulsifier (Soy lecithin), Magnesium chloride, Iron sulphate, Zinc sulphate, L-Carnitine, Antioxidant (Vitamin C), Pantothenic acid, Niacin, Copper sulphate, Vitamin E, Vitamin A, Thiamin, Riboflavin, Vitamin B6, Folic acid, Potassium iodide, Manganese sulphate, Sodium selenite, Vitamin K₁, Biotin, Vitamin D3, Vitamin B₁2. All",fish en:milk en:soybeans,open_food_facts,https://world.openfoodfacts.org/product/5900852035500/first-infant-milk-cow-and-gate,community,false,
5056517306123,Meatballs & Spaghetti,cook,General Food,Uncategorised,"Water, Spaghetti (21%) (Durum Wheat Semolina, Water), Chopped Tomatoes (13%) (Tomato Juice, Acidity Regulator: Citric Acid), Beef (10%), Pork (9%), Onion, Tomato Juice (3%) (Tomatoes, Salt, Acidity Regulator: Citric Acid), Carrots, Wheat Flour (with added Calcium Carbonate, Iron, Niacin, Thiamin), White Bread (Wheat Flour (with added Calcium Carbonate, Iron, Niacin, Thiamin), Water, Yeast, Soya Flour, Salt, Wheat Protein, Vegetable Fat (Palm, Rapeseed), Preservative: Calcium Propionate, Emulsifiers: Mono - and Diglycerides of Fatty Acids, Mono - and Diacetyltartaric Acid Esters of Mono - and Diglycerides of Fatty Acids, Sodium Stearoyl-2-lactylate, Flour Treatment Agent: Ascorbic Acid), Tomato Puree, Unsalted Butter [Milk], Mediterranean Vegetable Stock (Partially Reconsituted Vegetables (Onion, Red Bell Pepper, Artichoke, Celeriac, Potato), Tomato Puree, Salt, Sugar, Maltodextrin, Sun-Dried Tomato Paste (Sunflower Oil, Salt, Natural Flavouring, White Wine Vinegar, Black Pepper), Rapeseed Oil, Natural Flavouring), Roast Chicken Stock (Roast Chicken, Maltodextrin, Salt, Natural Flavouring, Chicken Fat, Sugar, Lemon Juice Concentrate, Dried Onion Powder), Rapeseed Oil, Garlic, Free Range Pasteurised Whole Egg, Basil, Parsley, Worcester Sauce (Water, Sugar, Spirit Vinegar, Molasses, Onion Puree, Salt, Tamarind Paste, Cloves, Ginger Puree, Garlic Puree), White Pepper. CAUTION Steam may be released when removing film lid. GB SV005 5 KidsMtbil126502PC 05 65 1 7 3 0 6 1 2 3",milk,open_food_facts,https://world.openfoodfacts.org/product/5056517306123/meatballs-spaghetti-cook,community,true,no clean SafeBite subcategory mapped
5060454500537,beef ragu,babease,General Food,Uncategorised,"Tomato Passata Learn more about (23%), Beef Mince (20%), Cooked Spelt (Wheat) Wholegrain Spaghetti (19%), Sweet Potato (14%), Water*, Onions, Carrot, Garlic Puree, Olive Oil, Parmesan Cheese (Milk), Basil, Rosemary, Black Pepper. (&quot;Non-organic) For allergens see ingredients in BOLD. May contain Egg NUTRITION: TYPICAL VALUES ENERGY CARROTS VEGETABLE STOCK TOMATO ONIONS FAT",milk,open_food_facts,https://world.openfoodfacts.org/product/5060454500537/beef-ragu-babease,community,true,no clean SafeBite subcategory mapped
5060503504615,Cherry Pie Butterfly Pops,Ella’s Kitchen,Baby Snacks,Oat Snacks,"What's inside me Organic maize flour 67%, Organic rice flour 12%, Organic vegetable oil (sunflower, rapeseed) 11%, Organic dried bananas 4%, Organic quinoa flour 3%, Organic dried cherries 2%, Organic dried raspberries 2%, Natural flavouring* &lt;1%, Thiamin (Vitamin BD)* &lt;0.1% Other stuff 0% *I do not have organic certification I may contain gluten, milk soya +",,open_food_facts,https://world.openfoodfacts.org/product/5060503504615/cherry-pie-butterfly-pops-ella-s-kitchen,community,true,allergens missing or not explicitly declared
5060040252734,Melty Buttons - Apple & Carrot - Multipack,Kiddylicious,Baby Snacks,Oat Snacks,"Jasmine rice flour (54%), tapioca starch, apple powder (12.5%), sunflower oil, carrot powder (4.3%), apple juice concentrate (4.3%), natural apple flavour, antioxidant: tocopherol-rich extract (vitamin E), thiamine (vitamin B1).",,open_food_facts,https://world.openfoodfacts.org/product/5060040252734/melty-buttons-apple-carrot-multipack-kiddylicious,community,true,allergens missing or not explicitly declared
0890180001238,banana + pumpkin,Plum Organics,General Food,Uncategorised,"Organic Banana Puree (Organic Bananas, Citric Acid), Organic Pumpkin Puree, Organic Lemon Juice Concentrate.",,open_food_facts,https://world.openfoodfacts.org/product/0890180001238/banana-pumpkin-plum-organics,community,true,no clean SafeBite subcategory mapped; allergens missing or not explicitly declared
